;kingdom;supergroup;phylum;class;order;family;genus;species;Confidence
>ASV_11361;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.99999996
>ASV_11362;Eukaryota;;;;;;;;1
>ASV_11363;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.988917596
>ASV_11364;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros;;0.968393291
>ASV_11365;Eukaryota;Stramenopiles;Stramenopiles_X;Stramenopiles_X-Group-9;Stramenopiles_X-Group-9_X;Stramenopiles_X-Group-9_XX;Stramenopiles_X-Group-9_XXX;Stramenopiles_X-Group-9_XXX_sp.;0.999986136
>ASV_11366;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;Cryptomycotina_X;Cryptomycotina_XX;Cryptomycotina_XX_sp.;0.993067734
>ASV_11367;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Aphelidium;Aphelidium_sp.;0.875062652
>ASV_11368;Eukaryota;Stramenopiles;Ochrophyta;;;;;;0.997232501
>ASV_11369;Eukaryota;Stramenopiles;Ochrophyta;MOCH-2;MOCH-2_X;MOCH-2_XX;MOCH-2_XXX;MOCH-2_XXX_sp.;0.999999983
>ASV_11370;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa;Protaspa_grandis;0.938495694
>ASV_11371;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;;;;0.865624328
>ASV_11372;Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-2;Telonema-Group-2;Telonema_antarcticum;0.999787356
>ASV_11373;Eukaryota;;;;;;;;1
>ASV_11374;Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagococcus;Pelagococcus_sp.;0.789377297
>ASV_11375;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.714381835
>ASV_11376;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae_K;Strombidium_K;Strombidium_capitatum;0.977099185
>ASV_11377;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Phaeocystales;Phaeocystaceae;Phaeocystis;Phaeocystis_rex;0.999546291
>ASV_11378;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Calanus;;0.995228214
>ASV_11379;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.773667717
>ASV_11380;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-G;Chrysophyceae_Clade-G_X;Chrysophyceae_Clade-G_X_sp.;0.999997807
>ASV_11381;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Aphelidium;Aphelidium_sp.;0.721941146
>ASV_11382;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytriales;Thraustochytriaceae;Thraustochytriaceae_X;Thraustochytriaceae_X_sp.;0.999999487
>ASV_11383;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.976419104
>ASV_11384;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999999994
>ASV_11385;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999998572
>ASV_11386;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.983471203
>ASV_11387;Eukaryota;;;;;;;;1
>ASV_11388;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros;Chaetoceros_lauderi;0.990383323
>ASV_11389;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Filosa-Imbricatea_X;Novel-clade-2;Novel-clade-2_X;Novel-clade-2_X_sp.;0.875360954
>ASV_11390;Eukaryota;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachnida;Chlorarachnida_X;Chlorarachnida_XX;Chlorarachnida_XX_sp.;0.943777384
>ASV_11391;Eukaryota;Opisthokonta;Fungi;;;;;;0.734681408
>ASV_11392;Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;;;;;1
>ASV_11393;Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-1;Telonema-Group-1;Telonema_sp.;0.88094435
>ASV_11394;Eukaryota;Opisthokonta;Metazoa;Arthropoda;;;;;0.760197196
>ASV_11395;Eukaryota;;;;;;;;1
>ASV_11396;Eukaryota;;;;;;;;1
>ASV_11397;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Euplotia;Discocephalidae;;;0.99976038
>ASV_11398;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Filosa-Thecofilosea_X;Mataza-lineage;Mataza;Mataza_hastifera;0.993745643
>ASV_11399;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Chytriodiniaceae;Dissodinium;Dissodinium_pseudolunula;0.888012596
>ASV_11400;Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Microthamniales;Microthamniales_X;Trebouxia;Trebouxia_asymmetrica;0.739629085
>ASV_11401;Eukaryota;;;;;;;;1
>ASV_11402;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;Strombidiidae;;;0.705026959
>ASV_11403;Eukaryota;;;;;;;;1
>ASV_11404;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytriales;Thraustochytriaceae;Thraustochytriaceae_X;Thraustochytriaceae_X_sp.;0.998979834
>ASV_11405;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Chytriodiniaceae;Dissodinium;Dissodinium_pseudolunula;0.935669564
>ASV_11406;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999996597
>ASV_11407;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999999969
>ASV_11408;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-55;Dino-Group-II-Clade-55_X;Dino-Group-II-Clade-55_X_sp.;0.999998134
>ASV_11409;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastigaceae-B;Dolichomastigaceae-B_sp.;0.748013016
>ASV_11410;Eukaryota;Archaeplastida;;;;;;;0.963293511
>ASV_11411;Eukaryota;Opisthokonta;Metazoa;Echinodermata;Echinodermata_X;Echinodermata_XX;Leptosynapta;;0.99994501
>ASV_11412;Eukaryota;Opisthokonta;Fungi;;;;;;0.732244919
>ASV_11413;Eukaryota;Opisthokonta;Fungi;;;;;;0.812931749
>ASV_11414;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.866652162
>ASV_11415;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Aphelidium;Aphelidium_sp.;0.712403132
>ASV_11416;Eukaryota;;;;;;;;1
>ASV_11417;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Ostreoida;Crassostrea;Crassostrea_gigas;0.994746602
>ASV_11418;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.753613886
>ASV_11419;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.98636074
>ASV_11420;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-47;Dino-Group-II-Clade-47_X;Dino-Group-II-Clade-47_X_sp.;0.980881521
>ASV_11421;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-3;Dino-Group-II-Clade-3_X;Dino-Group-II-Clade-3_X_sp.;0.871251615
>ASV_11422;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-46;Dino-Group-II-Clade-46_X;Dino-Group-II-Clade-46_X_sp.;0.720585056
>ASV_11423;Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagomonadales;Pelagomonadaceae;Pelagomonadaceae_clade_A;Pelagomonadaceae_clade_A_sp.;0.743748194
>ASV_11424;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-IV;Dino-Group-IV-Hematodinium-Group;Hematodinium;Hematodinium_sp.;0.999846633
>ASV_11425;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Cystobasidiomycetes;Rhodotorula;Rhodotorula_yarrowii;0.729166729
>ASV_11426;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999379361
>ASV_11427;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Strombidiida;;;;0.938442539
>ASV_11428;Eukaryota;Rhizaria;Cercozoa;Filosa-Granofilosea;Filosa-Granofilosea_X;Novel-Gran-5;Novel-Gran-5_X;Novel-Gran-5_X_sp.;0.794311138
>ASV_11429;Eukaryota;;;;;;;;1
>ASV_11430;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999699815
>ASV_11431;Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_D;Acanthocorbis;Acanthocorbis_unguiculata;0.99910234
>ASV_11432;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Filosa-Thecofilosea_X;Mataza-lineage;Mataza;Mataza_hastifera;0.962695243
>ASV_11433;Eukaryota;Alveolata;;;;;;;0.837779063
>ASV_11434;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;0.765256181
>ASV_11435;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;;;;0.997884309
>ASV_11436;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.906664244
>ASV_11437;Eukaryota;;;;;;;;1
>ASV_11438;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiaceae;Polarella;Polarella_glacialis;0.996160083
>ASV_11439;Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;;;0.999999834
>ASV_11440;Eukaryota;;;;;;;;1
>ASV_11441;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;0.824670225
>ASV_11442;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;;;;0.999960218
>ASV_11443;Eukaryota;;;;;;;;1
>ASV_11444;Eukaryota;Opisthokonta;Metazoa;Nemertea;Nemertea_X;Nemertea_XX;;;0.99999283
>ASV_11445;Eukaryota;Opisthokonta;;;;;;;0.999874641
>ASV_11446;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-50;Dino-Group-II-Clade-50_X;Dino-Group-II-Clade-50_X_sp.;0.999603093
>ASV_11447;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Aphelidium;Aphelidium_sp.;0.703792562
>ASV_11448;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;;;0.843196522
>ASV_11449;Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_D;Acanthocorbis;Acanthocorbis_unguiculata;0.980289671
>ASV_11450;Eukaryota;;;;;;;;1
>ASV_11451;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Isochrysidales;Isochrysidaceae;Isochrysidaceae_X;Isochrysidaceae_X_sp.;0.991063856
>ASV_11452;Eukaryota;Stramenopiles;Ochrophyta;Pelagophyceae;Pelagophyceae_X;Pelagophyceae_XX;Pelagophyceae_XXX;Pelagophyceae_XXX_sp.;0.983127928
>ASV_11453;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.843433061
>ASV_11454;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;;;;0.908796754
>ASV_11455;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;;;;0.823877536
>ASV_11456;Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-1;Telonema-Group-1;Telonema_sp.;0.856073862
>ASV_11457;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;0.862912126
>ASV_11458;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;0.993473685
>ASV_11459;Eukaryota;Rhizaria;Radiolaria;Acantharea;;;;;0.995438722
>ASV_11460;Eukaryota;;;;;;;;1
>ASV_11461;Eukaryota;;;;;;;;1
>ASV_11462;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;;;;0.99999981
>ASV_11463;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.985843464
>ASV_11464;Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;;;0.745745445
>ASV_11465;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;;;;0.998891103
>ASV_11466;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.841563877
>ASV_11467;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999999784
>ASV_11468;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999999304
>ASV_11469;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Pseudocolliniidae;Fusiforma;Fusiforma_themisticola;0.804022943
>ASV_11470;Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3J;MAST-3J_X;MAST-3J_XX;MAST-3J_XX_sp.;0.999999996
>ASV_11471;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11;Dino-Group-II-Clade-10-and-11_X;Dino-Group-II-Clade-10-and-11_X_sp.;0.999901781
>ASV_11472;Eukaryota;Stramenopiles;Ochrophyta;;;;;;0.999422836
>ASV_11473;Eukaryota;Alveolata;Alveolata_X;Ellobiopsidae;Ellobiopsidae_X;Ellobiopsidae_XX;Thalassomyces;Thalassomyces_fagei;0.999999979
>ASV_11474;Eukaryota;Stramenopiles;Ochrophyta;Bolidophyceae;Parmales;Triparmaceae;Triparma;;0.999979665
>ASV_11475;Eukaryota;;;;;;;;1
>ASV_11476;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-8;Dino-Group-I-Clade-8_X;Dino-Group-I-Clade-8_X_sp.;0.824396651
>ASV_11477;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;;;;0.999267407
>ASV_11478;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.98836587
>ASV_11479;Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-1;Telonema-Group-1;Telonema_subtile;0.955257591
>ASV_11480;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Chytriodiniaceae;Dissodinium;Dissodinium_pseudolunula;0.960542947
>ASV_11481;Eukaryota;Alveolata;Ciliophora;Litostomatea;Litostomatea_X;Litostomatea_XX;;;0.754619781
>ASV_11482;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophysiales;;;;0.72765943
>ASV_11483;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999937692
>ASV_11484;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;0.938223873
>ASV_11485;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;0.985807957
>ASV_11486;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Endomyxa_X;Endo4-lineage;Endo4-lineage_X;Endo4-lineage_X_sp.;0.999997623
>ASV_11487;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastigaceae-B;Dolichomastigaceae-B_sp.;0.943201048
>ASV_11488;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999999104
>ASV_11489;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-6;Dino-Group-II-Clade-6_X;Dino-Group-II-Clade-6_X_sp.;0.999905148
>ASV_11490;Eukaryota;Opisthokonta;Fungi;;;;;;0.848811757
>ASV_11491;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-10-and-11;Dino-Group-II-Clade-10-and-11_X;Dino-Group-II-Clade-10-and-11_X_sp.;0.999925353
>ASV_11492;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Microbotryomycetes;;;0.945138358
>ASV_11493;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.790795396
>ASV_11494;Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-1;Telonema-Group-1;Telonema_sp.;0.874947737
>ASV_11495;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.935449412
>ASV_11496;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.8323601
>ASV_11497;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peniculia;Peniculida;Stokesia;Stokesia_vernalis;0.994196512
>ASV_11498;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.99220467
>ASV_11499;Eukaryota;Stramenopiles;;;;;;;0.956303623
>ASV_11500;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.977323975
>ASV_11501;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.924164713
>ASV_11502;Eukaryota;Opisthokonta;Metazoa;Ctenophora;Ctenophora_X;Ctenophora_XX;;;0.999999967
>ASV_11503;Eukaryota;Alveolata;Ciliophora;CONThreeP;CONThreeP_X;Urotrichidae;Urotricha;Urotricha_sp.;0.99932249
>ASV_11504;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-4;Amoebophrya;Amoebophrya_ceratii;0.725032295
>ASV_11505;Eukaryota;Hacrobia;Katablepharidophyta;Katablepharidaceae;Katablepharidales;Katablepharidales_X;Leucocryptos;Leucocryptos_sp.;0.999486851
>ASV_11506;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Radial-centric-basal-Coscinodiscophyceae;Proboscia;Proboscia_inermis;0.990075354
>ASV_11507;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophysiales;Dinophysiaceae;Dinophysis;Dinophysis_sp.;0.730643357
>ASV_11508;Eukaryota;Stramenopiles;Ochrophyta;Bolidophyceae;Parmales;Triparmaceae;Triparma;;0.999999825
>ASV_11509;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastix;Dolichomastix_tenuilepis;0.991991358
>ASV_11510;Eukaryota;Amoebozoa;Lobosa;Lobosa_X;Himatismenida;Parvamoebidae;Parvamoeba;Parvamoeba_monoura;0.943730858
>ASV_11511;Eukaryota;Stramenopiles;Sagenista;MAST-6;MAST-6_X;MAST-6_XX;MAST-6_XXX;MAST-6_XXX_sp.;1
>ASV_11512;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Ephelotidae;Ephelota;Ephelota_gemmipara;0.999996761
>ASV_11513;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros;;0.999999994
>ASV_11514;Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Florenciellales;Pseudochattonella;Pseudochattonella_sp.;0.780078794
>ASV_11515;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_1;PHYLL_4;PHYLL_4_X;PHYLL_4_X_sp.;0.999251464
>ASV_11516;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Radial-centric-basal-Coscinodiscophyceae;Rhizosolenia;Rhizosolenia_delicatula;0.988934646
>ASV_11517;Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;Pterosperma;Pterosperma_sp.;0.724759014
>ASV_11518;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II_X;Dino-Group-II_XX;Dino-Group-II_XX_sp.;0.802122056
>ASV_11519;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Phytomyxea;Phagomyxida;Phagomyxidae;Phagomyxa;Phagomyxa_sp.;0.999996938
>ASV_11520;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;;;0.99631707
>ASV_11521;Eukaryota;Stramenopiles;;;;;;;0.707307363
>ASV_11522;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;;;0.859378475
>ASV_11523;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros;Chaetoceros_lorenzianus_2;0.890756979
>ASV_11524;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Ulotrichales;Ulotrichales_X;Protomonostroma;Protomonostroma_undulatum;0.978827483
>ASV_11525;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.756453092
>ASV_11526;Eukaryota;Stramenopiles;Opalozoa;Bicoecea;Anoecales;Cafeteriaceae;Pseudobodo;Pseudobodo_sp.;0.724067395
>ASV_11527;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Hydrozoa;;;0.999999995
>ASV_11528;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.814622539
>ASV_11529;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-4;Amoebophrya;Amoebophrya_ceratii;0.998817943
>ASV_11530;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.78678095
>ASV_11531;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Filosa-Thecofilosea_X;Mataza-lineage;Mataza;Mataza_hastifera;0.972502119
>ASV_11532;Eukaryota;Rhizaria;Radiolaria;Acantharea;Acantharea_X;Acantharea_XX;Acantharea_XXX;Acantharea_XXX_sp.;0.982831818
>ASV_11533;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.865668047
>ASV_11534;Eukaryota;;;;;;;;1
>ASV_11535;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Tisbe;Tisbe_tenera;0.950874169
>ASV_11536;Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Pedinellales;Apedinella;Apedinella_radians;0.99999307
>ASV_11537;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Pseudocolliniidae;Pseudocollinia;Pseudocollinia_similis;0.970922076
>ASV_11538;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Filosa-Thecofilosea_X;Mataza-lineage;Mataza;Mataza_hastifera;0.922230571
>ASV_11539;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-12;Dino-Group-II-Clade-12_X;Dino-Group-II-Clade-12_X_sp.;0.989884946
>ASV_11540;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Arcocellulus;Arcocellulus_cornucervis;0.766827657
>ASV_11541;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999992975
>ASV_11542;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.970229632
>ASV_11543;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;;;;0.767851086
>ASV_11544;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;1
>ASV_11545;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-C;Dinobryon;Dinobryon_faculiferum;0.90530735
>ASV_11546;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-14;Dino-Group-II-Clade-14_X;Dino-Group-II-Clade-14_X_sp.;0.749718049
>ASV_11547;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiaceae;;;0.944599847
>ASV_11548;Eukaryota;Rhizaria;Cercozoa;Chlorarachniophyceae;Chlorarachniophyceae_X;LC104-lineage;LC104-lineage_X;LC104-lineage_X_sp.;0.84238151
>ASV_11549;Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_D;Acanthocorbis;Acanthocorbis_unguiculata;0.828558842
>ASV_11550;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-9;Dino-Group-II-Clade-9_X;Dino-Group-II-Clade-9_X_sp.;0.925503628
