;kingdom;supergroup;phylum;class;order;family;genus;species;Confidence
>ASV_11139;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Dasybranchus;;0.996500836
>ASV_11140;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.850370352
>ASV_11141;Eukaryota;Opisthokonta;Fungi;;;;;;0.929013325
>ASV_11142;Eukaryota;;;;;;;;1
>ASV_11143;Eukaryota;Rhizaria;Radiolaria;Radiolaria_X;Radiolaria_XX;Radiolaria_XXX;Radiolaria_XXXX;Radiolaria_XXXX_sp.;0.999986739
>ASV_11144;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Notomastus;Notomastus_latericeus;0.995908909
>ASV_11145;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros;Chaetoceros_tortissimus;0.740827562
>ASV_11146;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.711740054
>ASV_11147;Eukaryota;;;;;;;;1
>ASV_11148;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999394504
>ASV_11149;Eukaryota;Archaeplastida;Chlorophyta;;;;;;0.747840939
>ASV_11150;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;;;;0.717227403
>ASV_11151;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999998327
>ASV_11152;Eukaryota;Opisthokonta;;;;;;;0.722245488
>ASV_11153;Eukaryota;Archaeplastida;Streptophyta;;;;;;0.718913306
>ASV_11154;Eukaryota;;;;;;;;1
>ASV_11155;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ebriida;TAGIRI1-lineage;TAGIRI1-lineage_X;TAGIRI1-lineage_X_sp.;0.990348704
>ASV_11156;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros;;0.970266206
>ASV_11157;Eukaryota;Opisthokonta;Fungi;;;;;;0.962281145
>ASV_11158;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999999839
>ASV_11159;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota_X;;;;0.992059274
>ASV_11160;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;Alexandrium_andersonii;0.986824967
>ASV_11161;Eukaryota;Hacrobia;Haptophyta;Pavlovophyceae;Pavlovales;Pavlovaceae;Diacronema;Diacronema_vlkianum;0.880586069
>ASV_11162;Eukaryota;;;;;;;;1
>ASV_11163;Eukaryota;;;;;;;;1
>ASV_11164;Eukaryota;Alveolata;Perkinsea;Perkinsida;Perkinsida_X;Perkinsida_XX;Perkinsus;Perkinsus_qugwadi;0.999095232
>ASV_11165;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-2;Dino-Group-II-Clade-2_X;Dino-Group-II-Clade-2_X_sp.;0.992563744
>ASV_11166;Eukaryota;Opisthokonta;Fungi;;;;;;0.771239201
>ASV_11167;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.733026364
>ASV_11168;Eukaryota;Opisthokonta;;;;;;;0.716278876
>ASV_11169;Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_H;Stephanoeca_Group_H;Stephanoeca_cauliculata;0.881538424
>ASV_11170;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.932164621
>ASV_11171;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Abeoformidae_Group_MAIP_4;Abeoformidae_Group_MAIP_4_X;Abeoformidae_Group_MAIP_4_X_sp.;0.967862113
>ASV_11172;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Rhynosporida;Rhynosporidae;Rhynosporidae_X;Rhynosporidae_X_sp.;0.998978048
>ASV_11173;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-2;Dino-Group-I-Clade-2_X;Dino-Group-I-Clade-2_X_sp.;0.987811845
>ASV_11174;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.837940558
>ASV_11175;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_Clade-C;Chrysoxys;Chrysoxys_sp.;0.999998641
>ASV_11176;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Choreotrichida_X;Choreotrichida_XX;Choreotrichida_XX_sp.;0.999643484
>ASV_11177;Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-1;Telonema-Group-1;Telonema_sp.;0.755808966
>ASV_11178;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;;;;0.994190542
>ASV_11179;Eukaryota;Stramenopiles;Ochrophyta;Bolidophyceae;Parmales;;;;0.995580324
>ASV_11180;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-4;Amoebophrya;Amoebophrya_ceratii;0.998531682
>ASV_11181;Eukaryota;;;;;;;;1
>ASV_11182;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999996393
>ASV_11183;Eukaryota;;;;;;;;1
>ASV_11184;Eukaryota;;;;;;;;1
>ASV_11185;Eukaryota;;;;;;;;1
>ASV_11186;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999797986
>ASV_11187;Eukaryota;;;;;;;;1
>ASV_11188;Eukaryota;Stramenopiles;Opalozoa;MAST-12;MAST-12A;MAST-12A_X;MAST-12A_XX;MAST-12A_XX_sp.;0.725375673
>ASV_11189;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;;;;0.940967748
>ASV_11190;Eukaryota;Hacrobia;Cryptophyta;Cryptophyceae;Cryptomonadales;Cryptomonadales_X;Rhodomonas;Rhodomonas_minuta;0.823203879
>ASV_11191;Eukaryota;Stramenopiles;Sagenista;MAST-8;MAST-8D;MAST-8D_X;MAST-8D_XX;MAST-8D_XX_sp.;0.959863964
>ASV_11192;Eukaryota;Stramenopiles;Pseudofungi;Pirsonia_Clade;Pirsonia_Clade_X;Pirsonia_Clade_XX;Pirsonia;Pirsonia_guinardiae;0.863353904
>ASV_11193;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.999664809
>ASV_11194;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;;0.841195233
>ASV_11195;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.965089874
>ASV_11196;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999995654
>ASV_11197;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.726090087
>ASV_11198;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-5;Dino-Group-I-Clade-5_X;Dino-Group-I-Clade-5_X_sp.;0.76928698
>ASV_11199;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Chytriodiniaceae;Dissodinium;Dissodinium_pseudolunula;0.761990484
>ASV_11200;Eukaryota;;;;;;;;1
>ASV_11201;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.988926029
>ASV_11202;Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3_X;MAST-3_XX;MAST-3_XXX;MAST-3_XXX_sp.;0.959017586
>ASV_11203;Eukaryota;Stramenopiles;Opalozoa;MAST-3;MAST-3G;MAST-3G_X;MAST-3G_XX;MAST-3G_XX_sp.;0.999999977
>ASV_11204;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.987970196
>ASV_11205;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Chytriodiniaceae;Dissodinium;Dissodinium_pseudolunula;0.982696704
>ASV_11206;Eukaryota;Opisthokonta;;;;;;;0.801478579
>ASV_11207;Eukaryota;;;;;;;;1
>ASV_11208;Eukaryota;Stramenopiles;Opalozoa;MAST-12;MAST-12D;MAST-12D_X;MAST-12D_XX;MAST-12D_XX_sp.;0.999777558
>ASV_11209;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastigaceae-A;Dolichomastigaceae-A_sp.;0.805489841
>ASV_11210;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Anomalodesmata;;;0.999999928
>ASV_11211;Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;Pterosperma;Pterosperma_sp.;0.793675843
>ASV_11212;Eukaryota;;;;;;;;1
>ASV_11213;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Capitella;Capitella_teleta;0.796883967
>ASV_11214;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ebriida;;;;0.917057796
>ASV_11215;Eukaryota;;;;;;;;1
>ASV_11216;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;;;;0.713372379
>ASV_11217;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Chytriodiniaceae;Dissodinium;Dissodinium_pseudolunula;0.990879457
>ASV_11218;Eukaryota;;;;;;;;1
>ASV_11219;Eukaryota;;;;;;;;1
>ASV_11220;Eukaryota;Archaeplastida;Chlorophyta;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloroparvula;Chloroparvula_japonica;0.96886117
>ASV_11221;Eukaryota;Apusozoa;Hilomonadea;Planomonadida;Planomonadidae;Planomonadidae_Group-1;Ancyromonas;Ancyromonas_sigmoides;0.845668639
>ASV_11222;Eukaryota;Stramenopiles;Pseudofungi;Pirsonia_Clade;Pirsonia_Clade_X;Pirsonia_Clade_XX;Pirsonia;Pirsonia_guinardiae;0.868740952
>ASV_11223;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.884682331
>ASV_11224;Eukaryota;Archaeplastida;;;;;;;0.969716175
>ASV_11225;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999997298
>ASV_11226;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.998053567
>ASV_11227;Eukaryota;Stramenopiles;;;;;;;0.886908109
>ASV_11228;Eukaryota;Rhizaria;Cercozoa;;;;;;0.869987015
>ASV_11229;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Dino-Group-I-Clade-4_X;Dino-Group-I-Clade-4_X_sp.;0.999999928
>ASV_11230;Eukaryota;;;;;;;;1
>ASV_11231;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Suctoria_X;Suctoria_XX;Suctoria_XX_sp.;0.951804456
>ASV_11232;Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolales_X;;;0.951205959
>ASV_11233;Eukaryota;Opisthokonta;Metazoa;;;;;;0.752172454
>ASV_11234;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros;Chaetoceros_gelidus;0.999475457
>ASV_11235;Eukaryota;Alveolata;Dinoflagellata;Ellobiophyceae;Thalassomycetales;Thalassomycetaceae;Ellobiopsis;Ellobiopsis_chattonii;0.988860065
>ASV_11236;Eukaryota;;;;;;;;1
>ASV_11237;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytriales;Thraustochytriaceae;Thraustochytriaceae_X;Thraustochytriaceae_X_sp.;0.961713455
>ASV_11238;Eukaryota;Amoebozoa;Lobosa;Tubulinea;Echinamoebida;Vermamoebidae;Hartmannella;Hartmannella_abertawensis;0.999890505
>ASV_11239;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Agaricostilbomycetes;Kondoa;;0.870086064
>ASV_11240;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.848574268
>ASV_11241;Eukaryota;;;;;;;;1
>ASV_11242;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;;;;0.999999998
>ASV_11243;Eukaryota;;;;;;;;1
>ASV_11244;Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Leotiomycetes;;;0.93107547
>ASV_11245;Eukaryota;;;;;;;;1
>ASV_11246;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;;0.998505433
>ASV_11247;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Calanus;;0.996235343
>ASV_11248;Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Prasiolales;Prasiolales_X;Pseudochlorella;Pseudochlorella_sp.;0.986105659
>ASV_11249;Eukaryota;Archaeplastida;;;;;;;0.939832099
>ASV_11250;Eukaryota;;;;;;;;1
>ASV_11251;Eukaryota;Opisthokonta;;;;;;;0.81227912
>ASV_11252;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Oomycota_X;Peronosporales;;;0.927581315
>ASV_11253;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Polar-centric-Mediophyceae;Chaetoceros;;0.999999949
>ASV_11254;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Araphid-pennate;Fragilaria;Fragilaria_sp.;0.945735203
>ASV_11255;Eukaryota;Rhizaria;Cercozoa;;;;;;0.929465086
>ASV_11256;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;;;0.868562042
>ASV_11257;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999999371
>ASV_11258;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Pucciniomycotina;Microbotryomycetes;Rhodosporidium;Rhodosporidium_babjevae;0.860556712
>ASV_11259;Eukaryota;Alveolata;Apicomplexa;Colpodellidea;Colpodellida;Colpodellaceae;Colpodella;Colpodella_sp.;0.999989287
>ASV_11260;Eukaryota;;;;;;;;1
>ASV_11261;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;;;0.957928892
>ASV_11262;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophysiales;;;;0.831948775
>ASV_11263;Eukaryota;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Endogenida_2;Endogenida_2_X;Endogenida_2_X_sp.;0.99730759
>ASV_11264;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;;;0.834834988
>ASV_11265;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa;Protaspa_grandis;0.954727208
>ASV_11266;Eukaryota;Opisthokonta;Metazoa;Craniata;Craniata_X;Teleostei;;;0.981482929
>ASV_11267;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.9876565
>ASV_11268;Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Pedinellales;Apedinella;Apedinella_radians;0.999938528
>ASV_11269;Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-1;Telonema-Group-1;Telonema_sp.;0.879735683
>ASV_11270;Eukaryota;;;;;;;;1
>ASV_11271;Eukaryota;Stramenopiles;Ochrophyta;;;;;;0.999935376
>ASV_11272;Eukaryota;Alveolata;Apicomplexa;Colpodellidea;Colpodellida;Alphamonaceae;Aphamonas;Aphamonas_edax;0.999219173
>ASV_11273;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;Verrucomonadidae;Verrucomonas;Verrucomonas_sp.;0.999990684
>ASV_11274;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.937028281
>ASV_11275;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Raphid-pennate;;;0.98669339
>ASV_11276;Eukaryota;;;;;;;;1
>ASV_11277;Eukaryota;Opisthokonta;Metazoa;;;;;;0.726213638
>ASV_11278;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lecudina;Lecudina_phyllochaetopteri;0.992752705
>ASV_11279;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;Corallinales;Corallinales_X;;;0.999999992
>ASV_11280;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.861994081
>ASV_11281;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Chytriodiniaceae;Dissodinium;Dissodinium_pseudolunula;0.991115479
>ASV_11282;Eukaryota;Stramenopiles;;;;;;;0.898158313
>ASV_11283;Eukaryota;;;;;;;;1
>ASV_11284;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida;;;;0.792509457
>ASV_11285;Eukaryota;Stramenopiles;Ochrophyta;Phaeothamniophyceae;Phaeothamniales;Phaeothamniales_X;Phaeothamnion;Phaeothamnion_confervicola;0.762559968
>ASV_11286;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.865297515
>ASV_11287;Eukaryota;Alveolata;Ciliophora;Spirotrichea;;;;;0.978415342
>ASV_11288;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.99999982
>ASV_11289;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-3;Dino-Group-II-Clade-3_X;Dino-Group-II-Clade-3_X_sp.;0.713728681
>ASV_11290;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999784502
>ASV_11291;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Gregarines;Gregarines_X;Selenidium1;Selenidium1_serpulae;0.988724022
>ASV_11292;Eukaryota;;;;;;;;1
>ASV_11293;Eukaryota;;;;;;;;1
>ASV_11294;Eukaryota;;;;;;;;1
>ASV_11295;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Nothria;Nothria_conchylega;0.936511637
>ASV_11296;Eukaryota;Rhizaria;Cercozoa;Filosa-Granofilosea;;;;;0.736229084
>ASV_11297;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.733169448
>ASV_11298;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;Protaspa;Protaspa_grandis;0.99031173
>ASV_11299;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.862003744
>ASV_11300;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999958963
>ASV_11301;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;;;;0.760782956
>ASV_11302;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.980018488
>ASV_11303;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;Araphid-pennate;Fragilaria;Fragilaria_sp.;0.96747343
>ASV_11304;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Prymnesium;;0.968586468
>ASV_11305;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida;Paulinellidae;Paulinella;Paulinella_sp.;0.999995568
>ASV_11306;Eukaryota;Opisthokonta;;;;;;;0.715214889
>ASV_11307;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Aphelidium;Aphelidium_sp.;0.701787089
>ASV_11308;Eukaryota;Stramenopiles;Ochrophyta;Eustigmatophyceae;Eustigmatophyceae_X;Eustigmatophyceae_XX;;;0.999982692
>ASV_11309;Eukaryota;;;;;;;;1
>ASV_11310;Eukaryota;;;;;;;;1
>ASV_11311;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Chrysochromulinaceae;Chrysochromulina;Chrysochromulina_leadbeateri;0.985342697
>ASV_11312;Eukaryota;Opisthokonta;;;;;;;0.901625504
>ASV_11313;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;;;;;0.982245696
>ASV_11314;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Alentia;Alentia_gelatinosa;0.999654682
>ASV_11315;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Oithona;Oithona_similis;0.747376463
>ASV_11316;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.919759393
>ASV_11317;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.925940749
>ASV_11318;Eukaryota;;;;;;;;1
>ASV_11319;Eukaryota;Hacrobia;Haptophyta;Pavlovophyceae;Pavlovales;Pavlovaceae;;;0.975855296
>ASV_11320;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastigaceae-B;Dolichomastigaceae-B_sp.;0.984921376
>ASV_11321;Eukaryota;Stramenopiles;Ochrophyta;Dictyochophyceae;Dictyochophyceae_X;Pedinellales;;;0.923680982
>ASV_11322;Eukaryota;Opisthokonta;Choanoflagellida;Choanoflagellatea;Acanthoecida;Stephanoecidae_Group_D;Acanthocorbis;Acanthocorbis_unguiculata;0.790474608
>ASV_11323;Eukaryota;Hacrobia;Haptophyta;Haptophyta_Clade_HAP3;Haptophyta_Clade_HAP3_X;Haptophyta_Clade_HAP3_XX;Haptophyta_Clade_HAP3_XXX;Haptophyta_Clade_HAP3_XXX_sp.;0.999999827
>ASV_11324;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.987972014
>ASV_11325;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-23;Dino-Group-II-Clade-23_X;Dino-Group-II-Clade-23_X_sp.;0.952704817
>ASV_11326;Eukaryota;Stramenopiles;Ochrophyta;Bolidophyceae;Parmales;Triparmaceae;Triparma;;0.999999927
>ASV_11327;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastigaceae-B;Dolichomastigaceae-B_sp.;0.983597628
>ASV_11328;Eukaryota;;;;;;;;1
>ASV_11329;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Calanus;;0.996289219
>ASV_11330;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;Alexandrium_cohorticula;0.867368012
>ASV_11331;Eukaryota;Alveolata;Dinoflagellata;;;;;;0.870672066
>ASV_11332;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;;;;;0.967209415
>ASV_11333;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;Hiatella;Hiatella_sp.;0.747503234
>ASV_11334;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;;;;;0.969480467
>ASV_11335;Eukaryota;;;;;;;;1
>ASV_11336;Eukaryota;Stramenopiles;;;;;;;0.705999194
>ASV_11337;Eukaryota;;;;;;;;1
>ASV_11338;Eukaryota;Stramenopiles;Ochrophyta;Chrysophyceae;Chrysophyceae_X;;;;0.907103043
>ASV_11339;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Filosa-Thecofilosea_X;Mataza-lineage;Mataza;Mataza_hastifera;0.969929361
>ASV_11340;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Hexapoda;Collembola;Isotoma;Isotoma_viridis;0.990873509
>ASV_11341;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;;;;0.985745448
>ASV_11342;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.998288961
>ASV_11343;Eukaryota;;;;;;;;1
>ASV_11344;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Goniodomataceae;Alexandrium;Alexandrium_cohorticula;0.739500471
>ASV_11345;Eukaryota;Opisthokonta;Metazoa;;;;;;0.939809947
>ASV_11346;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Dinophyceae_X;Dinophyceae_XX;Dinophyceae_XXX;Dinophyceae_XXX_sp.;0.980649938
>ASV_11347;Eukaryota;Opisthokonta;;;;;;;0.8530654
>ASV_11348;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Bacillariophyta_X;;;;0.90529332
>ASV_11349;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-II;Dino-Group-II-Clade-1;Dino-Group-II-Clade-1_X;Dino-Group-II-Clade-1_X_sp.;0.99999981
>ASV_11350;Eukaryota;Hacrobia;Haptophyta;Prymnesiophyceae;Prymnesiales;Prymnesiaceae;Haptolina;;0.999091808
>ASV_11351;Eukaryota;Rhizaria;Cercozoa;Endomyxa-Phytomyxea;Phagomyxida;Phagomyxidae;Phagomyxa;Phagomyxa_sp.;0.999999997
>ASV_11352;Eukaryota;Archaeplastida;Chlorophyta;Pyramimonadales;Pyramimonadales_X;Pyramimonadales_XX;Pyramimonas;;0.702581667
>ASV_11353;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;Euduboscquella;Euduboscquella_crenulata;0.995015563
>ASV_11354;Eukaryota;Opisthokonta;Metazoa;Annelida;Annelida_X;Annelida_XX;Nereimyra;Nereimyra_punctata;0.993951396
>ASV_11355;Eukaryota;Hacrobia;Telonemia;Telonemia_X;Telonemia_XX;Telonemia-Group-1;Telonema-Group-1;Telonema_subtile;0.938548366
>ASV_11356;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;Chytridiomycetes;Aphelidium;Aphelidium_sp.;0.885305375
>ASV_11357;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;;;;;0.999982764
>ASV_11358;Eukaryota;Hacrobia;Picozoa;Picozoa_X;Picozoa_XX;Picozoa_XXX;Picomonas;Picomonas_judraskeda;0.872597715
>ASV_11359;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Chytriodiniaceae;Dissodinium;Dissodinium_pseudolunula;0.787287458
>ASV_11360;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;;;;;0.87469152
